annotator,image_id
miranda,accordion_rot_s_1.jpg
miranda,accordion_rot_s_2.jpg
miranda,box_hat_rot_s_5.jpg
miranda,box_hat_rot_s_6.jpg
miranda,cardboard_rot_s_5.jpg
miranda,cardboard_rot_s_6.jpg
miranda,chair_recliner_rot_s_7.jpg
miranda,chair_recliner_rot_s_8.jpg
miranda,chair_rot_s_6.jpg
miranda,chapstick_rot_s_7.jpg
miranda,chapstick_rot_s_8.jpg
miranda,cocktail_umbrella_rot_s_3.jpg
miranda,cocktail_umbrella_rot_s_4.jpg
miranda,controlbox_rot_s_5.jpg
miranda,controlbox_rot_s_6.jpg
miranda,flask_rot_s_9.jpg
miranda,flask_rot_s_10.jpg
miranda,fuel_tank_rot_s_9.jpg
miranda,fuel_tank_rot_s_10.jpg
miranda,hand_puppet_rot_s_9.jpg
miranda,hand_puppet_rot_s_10.jpg
miranda,holy_vase_rot_s_1.jpg
miranda,holy_vase_rot_s_2.jpg
miranda,jacket_rot_s_3.jpg
miranda,jacket_rot_s_4.jpg
miranda,jug_rot_s_3.jpg
miranda,jug_rot_s_4.jpg
miranda,kettle_rot_s_5.jpg
miranda,kettle_rot_s_6.jpg
miranda,lotion_rot_s_5.jpg
miranda,lotion_rot_s_6.jpg
miranda,measuring_spoos_rot_5.jpg
miranda,measuring_spoos_rot_6.jpg
miranda,nailpolish_rot_s_3.jpg
miranda,nailpolish_rot_s_4.jpg
miranda,notebook_rot_s_9.jpg
miranda,notebook_rot_s_10.jpg
miranda,notecards_rot_s_1.jpg
miranda,notecards_rot_s_2.jpg
miranda,phone_antique_rot_s_7.jpg
miranda,phone_antique_rot_s_8.jpg
miranda,pitcher_rot_s_5.jpg
miranda,pitcher_rot_s_6.jpg
miranda,sponge_rot_s_9.jpg
miranda,sponge_rot_s_10.jpg
miranda,takeout_container_rot_s_3.jpg
miranda,takeout_container_rot_s_4.jpg
miranda,tape_dispenser_rot_s_1.jpg
miranda,tape_dispenser_rot_s_2.jpg
miranda,theater_seats_rot_s_3.jpg
miranda,theater_seats_rot_s_4.jpg
miranda,tool_box_rot_s_1.jpg
miranda,tool_box_rot_s_2.jpg
william,notecards_rot_s_1.jpg
william,holy_vase_rot_s_1.jpg
william,accordion_rot_s_1.jpg
william,tape_dispenser_rot_s_1.jpg
william,tool_box_rot_s_1.jpg
william,extension_cord_rot_s_1.jpg
william,accordion_rot_s_2.jpg
william,holy_vase_rot_s_2.jpg
william,notecards_rot_s_2.jpg
william,tape_dispenser_rot_s_2.jpg
william,tool_box_rot_s_2.jpg
william,accordion_rot_s_4.jpg
william,box_hat_rot_s_5.jpg
william,box_hat_rot_s_6.jpg
william,cardboard_rot_s_5.jpg
william,cardboard_rot_s_6.jpg
william,chair_recliner_rot_s_7.jpg
william,chair_recliner_rot_s_8.jpg
william,chair_rot_s_6.jpg
william,chapstick_rot_s_7.jpg
william,chapstick_rot_s_8.jpg
william,cocktail_umbrella_rot_s_3.jpg
william,cocktail_umbrella_rot_s_4.jpg
william,controlbox_rot_s_5.jpg
william,controlbox_rot_s_6.jpg
william,extension_cord_rot_s_3.jpg
william,extension_cord_s_6.jpg
william,extension_cord_s_10.jpg
william,flask_rot_s_9.jpg
william,flask_rot_s_10.jpg
william,fuel_tank_rot_s_9.jpg
william,fuel_tank_rot_s_10.jpg
william,gift_box_rot_s_3.jpg
william,gift_box_rot_s_4.jpg
william,hand_puppet_rot_s_9.jpg
william,hand_puppet_rot_s_10.jpg
william,holy_vase_rot_s_4.jpg
william,jacket_rot_s_3.jpg
william,jacket_rot_s_4.jpg
william,jug_rot_s_3.jpg
william,jug_rot_s_4.jpg
william,kettle_rot_s_5.jpg
william,kettle_rot_s_6.jpg
william,lotion_rot_s_5.jpg
william,lotion_rot_s_6.jpg
william,measuring_spoons_rot_s_5.jpg
william,measuring_spoons_rot_s_6.jpg
william,nailpolish_rot_s_3.jpg
william,nailpolish_rot_s_4.jpg
william,notebook_rot_s_9.jpg
william,notebook_rot_s_10.jpg
william,packingtape_rot_s_9.jpg
william,packingtape_rot_s_10.jpg
william,pail_rot_s_10.jpg
william,phone_antique_rot_s_7.jpg
william,phone_antique_rot_s_8.jpg
william,pitcher_rot_s_5.jpg
william,pitcher_rot_s_6.jpg
william,razor_rot_s_3.jpg
william,razor_rot_s_4.jpg
william,scanner_rot_s_4.jpg
william,sponge_rot_s_9.jpg
william,sponge_rot_s_10.jpg
william,takeout_container_rot_s_3.jpg
william,takeout_container_rot_s_4.jpg
william,tape_dispenser_rot_s_3.jpg
william,tape_dispenser_rot_s_4.jpg
william,theater_seats_rot_s_3.jpg
william,theater_seats_rot_s_4.jpg
william,tissues_rot_s_5.jpg
william,tissues_rot_s_7.jpg
william,tissues_rot_s_9.jpg
william,tissues_rot_s_8.jpg
william,tissues_rot_s_6.jpg
william,towel_rot_s_3.jpg
